log_var,lab_var,num_wells,wells_found_in,r_values,avg_r,avg_abs_r,std_r,consistent_direction
Log_ZDEN,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.8470833801088151), 'HRDH_697': np.float64(0.24623498304274255)}",0.546659182,0.546659182,0.300424199,TRUE
Log_CN,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.17199724249085296), 'HRDH_1867': np.float64(0.9181516264045471)}",0.545074434,0.545074434,0.373077192,TRUE
Log_RUKC,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.4315879157701076), 'HRDH_1867': np.float64(0.6559345628354333)}",0.543761239,0.543761239,0.112173324,TRUE
Log_SHR,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.8609511160856588), 'HRDH_697': np.float64(0.2256719442867019)}",0.54331153,0.54331153,0.317639586,TRUE
Log_RTHU,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.32358968904814844), 'HRDH_697': np.float64(-0.7625389685411442)}",-0.21947464,0.543064329,0.543064329,FALSE
Log_SFT2,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5423447406737449), 'HRDH_697': np.float64(0.5429860701746091)}",0.000320665,0.542665405,0.542665405,FALSE
Log_SHR,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.6548879137046464), 'HRDH_697': np.float64(0.4301264151524887)}",-0.112380749,0.542507164,0.542507164,FALSE
Log_SSN,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.3533518939285309), 'HRDH_697': np.float64(-0.7299664793867657)}",-0.541659187,0.541659187,0.188307293,TRUE
Log_GR,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.40461008826321665), 'HRDH_1867': np.float64(0.6757068708425922)}",0.54015848,0.54015848,0.135548391,TRUE
Log_PE,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.6288477019149343), 'HRDH_697': np.float64(-0.4501428549041774)}",0.089352424,0.539495278,0.539495278,FALSE
Log_PE,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.3914234937909021), 'HRDH_697': np.float64(-0.6836089427035992)}",-0.146092724,0.537516218,0.537516218,FALSE
Log_LSN,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.3707394098790216), 'HRDH_697': np.float64(-0.6995983919471678)}",-0.535168901,0.535168901,0.164429491,TRUE
Log_CNC,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.15970216795913164), 'HRDH_1867': np.float64(0.9098230979033611)}",0.534762633,0.534762633,0.375060465,TRUE
Log_ZCOR,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.3570947517810536), 'HRDH_697': np.float64(0.7110420169099875)}",0.176973633,0.534068384,0.534068384,FALSE
Log_HRD2,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': np.float64(-0.8288067054118398), 'HRDH_697': np.float64(-0.23689159520404926)}",-0.53284915,0.53284915,0.295957555,TRUE
Log_LSN,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.3803362112809243), 'HRDH_697': np.float64(0.6846620197607013)}",0.152162904,0.532499116,0.532499116,FALSE
Log_SFT2,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.4782621848601118), 'HRDH_1867': np.float64(-0.5844463103603087)}",-0.053092063,0.531354248,0.531354248,FALSE
Log_ZDNC,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5965192631574885), 'HRDH_697': np.float64(0.4654095922776373)}",0.530964428,0.530964428,0.065554835,TRUE
Log_ZDEN,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.596551798632472), 'HRDH_697': np.float64(0.46534335679694916)}",0.530947578,0.530947578,0.065604221,TRUE
Log_GR,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': np.float64(0.645922306725524), 'HRDH_697': np.float64(-0.41005096084131243)}",0.117935673,0.527986634,0.527986634,FALSE
Log_ZCOR,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4188047052538768), 'HRDH_697': np.float64(-0.6349247806158269)}",-0.108060038,0.526864743,0.526864743,FALSE
Log_CNC,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5785937149202427), 'HRDH_697': np.float64(0.4742747644366709)}",0.52643424,0.52643424,0.052159475,TRUE
Log_SSN,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.3498908575973203), 'HRDH_697': np.float64(-0.7021064651529428)}",-0.525998661,0.525998661,0.176107804,TRUE
Log_HRD1,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.47801494186420734), 'HRDH_1867': np.float64(-0.573022742152112)}",-0.0475039,0.525518842,0.525518842,FALSE
Log_RUKC,Lab_XRD_Illite/Mica,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.3298513132805209), 'HRDH_1867': np.float64(-0.7207560625089524)}",-0.525303688,0.525303688,0.195452375,TRUE
Log_CN,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.5713500382384027), 'HRDH_697': np.float64(0.47427714070498006)}",0.522813589,0.522813589,0.048536449,TRUE
Log_PE,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.8228252478640453), 'HRDH_697': np.float64(-0.22179396352601577)}",-0.522309606,0.522309606,0.300515642,TRUE
Log_GRSL,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.7506596324741496), 'HRDH_697': np.float64(-0.293390181219725)}",0.228634726,0.522024907,0.522024907,FALSE
Log_ZCOR,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.4221263314568367), 'HRDH_697': np.float64(0.6183624861708608)}",0.520244409,0.520244409,0.098118077,TRUE
Log_KC,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(-0.29492957335093656), 'HRDH_1867': np.float64(-0.74459818160407)}",-0.519763877,0.519763877,0.224834304,TRUE
Log_SSN,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.37864553818806956), 'HRDH_697': np.float64(0.6597509154056184)}",0.140552689,0.519198227,0.519198227,FALSE
Log_SHR,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.3423522284743845), 'HRDH_697': np.float64(0.6845525844086334)}",0.171100178,0.513452406,0.513452406,FALSE
Log_RTHUC,Lab_XRD_Illite/Mica,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.35188271683970096), 'HRDH_1867': np.float64(0.6543004097322094)}",0.503091563,0.503091563,0.151208846,TRUE
Log_SFT2,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': np.float64(-0.7976259548012974), 'HRDH_697': np.float64(0.2070288711483781)}",-0.295298542,0.502327413,0.502327413,FALSE
Log_ZDNC,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.5524731689882529), 'HRDH_697': np.float64(0.447616704679729)}",-0.052428232,0.500044937,0.500044937,FALSE
Log_ZDEN,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.552257786015906), 'HRDH_697': np.float64(0.4475627801526349)}",-0.052347503,0.499910283,0.499910283,FALSE
Log_PE,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.43908421471868087), 'HRDH_697': np.float64(-0.558666376785393)}",-0.059791081,0.498875296,0.498875296,FALSE
Log_KC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.384879585512477), 'HRDH_1867': np.float64(0.6120962045205607)}",0.498487895,0.498487895,0.11360831,TRUE
Log_LSN,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.3464473955792354), 'HRDH_697': np.float64(-0.6451880577950816)}",-0.495817727,0.495817727,0.149370331,TRUE
Log_LSN,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(-0.43654748230155077), 'HRDH_697': np.float64(-0.5466568610382458)}",-0.491602172,0.491602172,0.055054689,TRUE
Log_HRD2,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': np.float64(0.475324380243972), 'HRDH_1867': np.float64(-0.5034328454070818)}",-0.014054233,0.489378613,0.489378613,FALSE
Log_GRSL,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': np.float64(0.48772181099699297), 'HRDH_697': np.float64(0.4900706292611758)}",0.48889622,0.48889622,0.001174409,TRUE
