log_var,lab_var,num_wells,wells_found_in,r_values,avg_r,avg_abs_r,std_r,consistent_direction,HRDH_1119_r,HRDH_1867_r,HRDH_1804_r,HRDH_697_r
Log_CN,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.21597859688043225, 'HRDH_697': 0.5606083420859349}",0.38829346948318355,0.38829346948318355,0.17231487260275133,True,0.21597859688043225,,,0.5606083420859349
Log_RUK,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.17065849471470818, 'HRDH_697': 0.6017802640514754}",0.21556088466838363,0.3862193793830918,0.3862193793830918,False,-0.17065849471470818,,,0.6017802640514754
Log_SSD,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.36646314113683115, 'HRDH_697': -0.40482964930539606}",-0.019183254084282453,0.3856463952211136,0.3856463952211136,False,0.36646314113683115,,,-0.40482964930539606
Log_CAL,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.5071379370982001, 'HRDH_1867': 0.25852484011995897}",-0.12430654848912057,0.3828313886090795,0.3828313886090795,False,,0.25852484011995897,-0.5071379370982001,
Log_RTHK,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.12320788917461319, 'HRDH_697': 0.6414043806857691}",0.38230613493019117,0.38230613493019117,0.25909824575557794,True,0.12320788917461319,,,0.6414043806857691
Log_GR,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4179011055939029, 'HRDH_697': 0.3438398556944459}",0.3808704806441744,0.3808704806441744,0.0370306249497285,True,0.4179011055939029,,,0.3438398556944459
Log_SSD,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.6449425996468187, 'HRDH_697': 0.11433156391577412}",0.3796370817812964,0.3796370817812964,0.26530551786552226,True,0.6449425996468187,,,0.11433156391577412
Log_RTHK,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.24245065856167763, 'HRDH_697': -0.51517613607465}",-0.13636273875648616,0.37881339731816377,0.37881339731816377,False,0.24245065856167763,,,-0.51517613607465
Log_CALX,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.49820021837771905, 'HRDH_1867': 0.25852484011995897}",-0.11983768912888004,0.378362529248839,0.378362529248839,False,,0.25852484011995897,-0.49820021837771905,
Log_PE,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.49005126117994724, 'HRDH_697': -0.2658129606227721}",0.11211915027858757,0.3779321109013597,0.3779321109013597,False,0.49005126117994724,,,-0.2658129606227721
Log_ZDNC,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': 0.5557054623104127, 'HRDH_697': 0.19978580240877747}",0.37774563235959513,0.37774563235959513,0.17795982995081763,True,,0.5557054623104127,,0.19978580240877747
Log_ZDEN,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': 0.5556559587599562, 'HRDH_697': 0.19980142603917006}",0.37772869239956314,0.37772869239956314,0.17792726636039308,True,,0.5556559587599562,,0.19980142603917006
Log_GRSL,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4177262099541919, 'HRDH_697': 0.3377034367987432}",0.37771482337646756,0.37771482337646756,0.04001138657772435,True,0.4177262099541919,,,0.3377034367987432
Log_TH,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.20272824848588547, 'HRDH_697': 0.5512938581165503}",0.37701105330121787,0.37701105330121787,0.1742828048153324,True,0.20272824848588547,,,0.5512938581165503
Log_THC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.23435660143723325, 'HRDH_1867': 0.5192071227538548}",0.37678186209554404,0.37678186209554404,0.1424252606583108,True,,0.5192071227538548,0.23435660143723325,
Log_GRSL,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4238528739119168, 'HRDH_697': 0.32824134212219885}",0.3760471080170578,0.3760471080170578,0.047805765894858965,True,0.4238528739119168,,,0.32824134212219885
Log_LSN,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.43109312252558596, 'HRDH_697': -0.31970049366407327}",0.055696314430756344,0.3753968080948296,0.3753968080948296,False,0.43109312252558596,,,-0.31970049366407327
Log_GR,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4283037421990863, 'HRDH_697': -0.3097891514419506}",0.05925729537856783,0.36904644682051846,0.36904644682051846,False,0.4283037421990863,,,-0.3097891514419506
Log_HRD2,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.450146250391674, 'HRDH_697': 0.28750664150967553}",0.36882644595067476,0.36882644595067476,0.08131980444099923,True,0.450146250391674,,,0.28750664150967553
Log_RTHK,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.12738329001597615, 'HRDH_697': 0.6007734187695353}",0.3640783543927557,0.3640783543927557,0.23669506437677956,True,0.12738329001597615,,,0.6007734187695353
Log_ZDNC,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.41429236868485114, 'HRDH_697': -0.3092707805970608}",-0.36178157464095595,0.36178157464095595,0.052510794043895165,True,-0.41429236868485114,,,-0.3092707805970608
Log_ZDEN,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.4141824818598208, 'HRDH_697': -0.3092743436015809}",-0.3617284127307009,0.3617284127307009,0.05245406912911996,True,-0.4141824818598208,,,-0.3092743436015809
Log_HRD2,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.25478235601700927, 'HRDH_1867': -0.4684448504770472}",-0.10683124723001897,0.36161360324702824,0.36161360324702824,False,,-0.4684448504770472,0.25478235601700927,
Log_RUK,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.21255886709312785, 'HRDH_697': -0.5040706051672084}",-0.3583147361301681,0.3583147361301681,0.14575586903704024,True,-0.21255886709312785,,,-0.5040706051672084
Log_SLTM,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.392959128588378, 'HRDH_697': 0.3231593361654699}",0.35805923237692394,0.35805923237692394,0.03489989621145406,True,0.392959128588378,,,0.3231593361654699
Log_GR,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.552909765286621, 'HRDH_697': 0.16145319885796483}",0.3571814820722929,0.3571814820722929,0.19572828321432806,True,0.552909765286621,,,0.16145319885796483
Log_SFT2,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5293710446342589, 'HRDH_697': 0.17745009318931207}",0.35341056891178546,0.35341056891178546,0.17596047572247342,True,0.5293710446342589,,,0.17745009318931207
Log_GR,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4236860312877294, 'HRDH_697': 0.2826430613506091}",0.35316454631916927,0.35316454631916927,0.07052148496856014,True,0.4236860312877294,,,0.2826430613506091
Log_GRSL,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4283325558943208, 'HRDH_697': -0.2779618684825657}",0.07518534370587754,0.35314721218844325,0.35314721218844325,False,0.4283325558943208,,,-0.2779618684825657
Log_SFT2,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5491193592386704, 'HRDH_697': -0.15709357266777924}",0.19601289328544558,0.3531064659532248,0.3531064659532248,False,0.5491193592386704,,,-0.15709357266777924
Log_ZCOR,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4257445314828237, 'HRDH_697': 0.2727474239961834}",0.34924597773950355,0.34924597773950355,0.07649855374332015,True,0.4257445314828237,,,0.2727474239961834
Log_CNC,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.21664858099886145, 'HRDH_697': 0.4790836901576775}",0.34786613557826945,0.34786613557826945,0.131217554579408,True,0.21664858099886145,,,0.4790836901576775
Log_KTH,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.3851389635440116, 'HRDH_697': -0.30785693109568724}",-0.3464979473198494,0.3464979473198494,0.03864101622416219,True,-0.3851389635440116,,,-0.30785693109568724
Log_RTHK,Lab_XRF_Fe,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.25808312911792897, 'HRDH_697': -0.434125115999315}",-0.08802099344069303,0.346104122558622,0.346104122558622,False,0.25808312911792897,,,-0.434125115999315
Log_K,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4565163143803657, 'HRDH_697': 0.23458555001718573}",0.34555093219877575,0.34555093219877575,0.11096538218159,True,0.4565163143803657,,,0.23458555001718573
Log_CN,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.2092204152020839, 'HRDH_697': 0.4790908725499927}",0.3441556438760383,0.3441556438760383,0.1349352286739544,True,0.2092204152020839,,,0.4790908725499927
Log_RTHK,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.12742819842889108, 'HRDH_697': -0.5607299700823574}",-0.21665088582673314,0.3440790842556242,0.3440790842556242,False,0.12742819842889108,,,-0.5607299700823574
Log_PE,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': 0.5024799138759517, 'HRDH_1867': -0.1855731658174688}",0.15845337402924145,0.3440265398467103,0.3440265398467103,False,0.5024799138759517,-0.1855731658174688,,
Log_SHR,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.44393403565608625, 'HRDH_1867': -0.23649905767108348}",-0.34021654666358486,0.34021654666358486,0.10371748899250138,True,,-0.23649905767108348,-0.44393403565608625,
Log_RTHKC,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.19041827457131352, 'HRDH_1867': 0.48846160674508626}",0.3394399406581999,0.3394399406581999,0.14902166608688636,True,,0.48846160674508626,0.19041827457131352,
Log_KTH,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5391150774674063, 'HRDH_697': -0.13946125445830215}",0.19982691150455206,0.3392881659628542,0.3392881659628542,False,0.5391150774674063,,,-0.13946125445830215
Log_SSD,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5075090323889083, 'HRDH_697': 0.1705108175226439}",0.3390099249557761,0.3390099249557761,0.1684991074331322,True,0.5075090323889083,,,0.1705108175226439
Log_RUK,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.11871001155016314, 'HRDH_697': -0.5544282809628425}",-0.3365691462565028,0.3365691462565028,0.21785913470633966,True,-0.11871001155016314,,,-0.5544282809628425
Log_ZDNC,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5130980569612236, 'HRDH_697': -0.15518763619686884}",-0.3341428465790462,0.3341428465790462,0.17895521038217738,True,-0.5130980569612236,,,-0.15518763619686884
Log_ZDEN,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5129269254885589, 'HRDH_697': -0.15513225817892143}",-0.33402959183374015,0.33402959183374015,0.17889733365481872,True,-0.5129269254885589,,,-0.15513225817892143
Log_ZDNC,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5133811627222479, 'HRDH_697': -0.15010437566583437}",-0.3317427691940411,0.3317427691940411,0.18163839352820674,True,-0.5133811627222479,,,-0.15010437566583437
Log_ZDEN,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.5131963104789461, 'HRDH_697': -0.1501550071830354}",-0.33167565883099076,0.33167565883099076,0.18152065164795533,True,-0.5131963104789461,,,-0.1501550071830354
Log_GRSL,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4092515157896047, 'HRDH_697': -0.25340819872226117}",0.07792165853367178,0.33132985725593295,0.33132985725593295,False,0.4092515157896047,,,-0.25340819872226117
Log_TH,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.30884656851994624, 'HRDH_697': -0.34979668041580414}",-0.02047505594792895,0.32932162446787516,0.32932162446787516,False,0.30884656851994624,,,-0.34979668041580414
Log_SSD,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': 0.40029973767496874, 'HRDH_1867': 0.25570573783760914}",0.32800273775628896,0.32800273775628896,0.0722969999186798,True,0.40029973767496874,0.25570573783760914,,
Log_RTHK,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.12619962151424394, 'HRDH_697': -0.529629915113287}",-0.20171514679952157,0.3279147683137655,0.3279147683137655,False,0.12619962151424394,,,-0.529629915113287
Log_GRSLC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.2560978178937859, 'HRDH_1867': 0.3995288202014875}",0.32781331904763666,0.32781331904763666,0.07171550115385081,True,,0.3995288202014875,0.2560978178937859,
Log_RUKC,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.24459989282979394, 'HRDH_1867': -0.4097352301537999}",-0.32716756149179693,0.32716756149179693,0.08256766866200299,True,,-0.4097352301537999,-0.24459989282979394,
Log_U,Lab_XRF_K,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.18130591217139558, 'HRDH_697': 0.471428244283316}",0.1450611660559602,0.3263670782273558,0.3263670782273558,False,-0.18130591217139558,,,0.471428244283316
Log_SSD,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.33447579326901444, 'HRDH_697': 0.31780309781123106}",0.32613944554012275,0.32613944554012275,0.008336347728891691,True,0.33447579326901444,,,0.31780309781123106
Log_SHR,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': -0.4748864936101982, 'HRDH_1867': 0.17604022539048933}",-0.14942313410985442,0.3254633595003438,0.3254633595003438,False,-0.4748864936101982,0.17604022539048933,,
Log_CNC,Lab_XRF_Na,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.10302908278117236, 'HRDH_697': 0.5473917905157888}",0.3252104366484806,0.3252104366484806,0.22218135386730822,True,0.10302908278117236,,,0.5473917905157888
Log_GR,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.40963257131673825, 'HRDH_697': -0.24008012345976093}",0.08477622392848866,0.3248563473882496,0.3248563473882496,False,0.40963257131673825,,,-0.24008012345976093
Log_SLTM,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.21516169281782835, 'HRDH_697': -0.4334077023216014}",-0.10912300475188653,0.3242846975697149,0.3242846975697149,False,0.21516169281782835,,,-0.4334077023216014
Log_ZCOR,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.2832825296214201, 'HRDH_697': -0.36320166671450993}",-0.03995956854654492,0.323242098167965,0.323242098167965,False,0.2832825296214201,,,-0.36320166671450993
Log_SLTM,Lab_XRD_Quartz,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.19535993371731558, 'HRDH_697': -0.45024282004570315}",-0.12744144316419379,0.32280137688150934,0.32280137688150934,False,0.19535993371731558,,,-0.45024282004570315
Log_ZCOR,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.28196408041143123, 'HRDH_1867': -0.35999291047930165}",-0.03901441503393521,0.32097849544536644,0.32097849544536644,False,,-0.35999291047930165,0.28196408041143123,
Log_HRD1,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.46390411254735864, 'HRDH_697': 0.17412024283621844}",0.3190121776917885,0.3190121776917885,0.14489193485557011,True,0.46390411254735864,,,0.17412024283621844
Log_SSN,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.43714288029781867, 'HRDH_697': -0.20030595291179815}",-0.31872441660480844,0.31872441660480844,0.11841846369301026,True,-0.43714288029781867,,,-0.20030595291179815
Log_SPD,Lab_XRD_Illite/Mica,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.18806097443918401, 'HRDH_1867': 0.44898961156415396}",0.13046431856248497,0.318525293001669,0.318525293001669,False,,0.44898961156415396,-0.18806097443918401,
Log_TH,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.2837499855734478, 'HRDH_697': -0.35302994507440055}",-0.03463997975047636,0.31838996532392416,0.31838996532392416,False,0.2837499855734478,,,-0.35302994507440055
Log_SFT2,Lab_XRF_Cl,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.42143880783447973, 'HRDH_697': 0.21250609633082218}",0.31697245208265096,0.31697245208265096,0.10446635575182878,True,0.42143880783447973,,,0.21250609633082218
Log_KTH,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.5198160253837325, 'HRDH_697': 0.10276358358874069}",0.3112898044862366,0.3112898044862366,0.2085262208974959,True,0.5198160253837325,,,0.10276358358874069
Log_ZCOR,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.44682262642907555, 'HRDH_697': 0.16994270102562165}",0.30838266372734857,0.30838266372734857,0.13843996270172695,True,0.44682262642907555,,,0.16994270102562165
Log_TH,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.19565486987751943, 'HRDH_697': -0.41898659915925596}",-0.11166586464086826,0.3073207345183877,0.3073207345183877,False,0.19565486987751943,,,-0.41898659915925596
Log_CALX,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.4126394977142128, 'HRDH_1867': 0.19878408991633523}",0.305711793815274,0.305711793815274,0.1069277038989388,True,,0.19878408991633523,0.4126394977142128,
Log_SFT2,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.46109641794399314, 'HRDH_697': -0.14528853060239505}",0.15790394367079905,0.30319247427319407,0.30319247427319407,False,0.46109641794399314,,,-0.14528853060239505
Log_UC,Lab_XRD_Quartz,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.3853911088305163, 'HRDH_1867': -0.21777952696957012}",0.08380579093047309,0.3015853179000432,0.3015853179000432,False,,-0.21777952696957012,0.3853911088305163,
Log_HRD1,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': 0.3513466660963844, 'HRDH_1867': 0.2516144656936963}",0.30148056589504035,0.30148056589504035,0.04986610020134405,True,0.3513466660963844,0.2516144656936963,,
Log_ZCOR,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': 0.3873143327413279, 'HRDH_1867': 0.21452287168435694}",0.30091860221284245,0.30091860221284245,0.0863957305284855,True,0.3873143327413279,0.21452287168435694,,
Log_LSN,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.45410922646060237, 'HRDH_697': -0.14767970240372358}",-0.30089446443216294,0.30089446443216294,0.1532147620284394,True,-0.45410922646060237,,,-0.14767970240372358
Log_SSD,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': -0.4797652885019167, 'HRDH_697': 0.11820331654898705}",-0.1807809859764648,0.2989843025254519,0.29898430252545183,False,,-0.4797652885019167,,0.11820331654898705
Log_SLTM,Lab_XRF_Al,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.307811012215908, 'HRDH_697': 0.28843144803320275}",0.2981212301245554,0.2981212301245554,0.009689782091352628,True,0.307811012215908,,,0.28843144803320275
Log_SFT2,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': -0.38658994026048515, 'HRDH_697': 0.2070288711483781}",-0.08978053455605353,0.2968094057044316,0.2968094057044316,False,,-0.38658994026048515,,0.2070288711483781
Log_HRD2,Lab_XRD_K-Feldspar,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': -0.3522398687096703, 'HRDH_697': -0.23689159520404923}",-0.29456573195685976,0.29456573195685976,0.05767413675281052,True,,-0.3522398687096703,,-0.23689159520404923
Log_WTBH,Lab_XRD_Illite/Mica,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.19845302291026523, 'HRDH_1867': -0.3883171663072912}",-0.2933850946087782,0.2933850946087782,0.09493207169851298,True,,-0.3883171663072912,-0.19845302291026523,
Log_CAL,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.38703825842221556, 'HRDH_1867': 0.19878408991633523}",0.29291117416927537,0.29291117416927537,0.09412708425294017,True,,0.19878408991633523,0.38703825842221556,
Log_KC,Lab_XRD_Illite/Mica,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': 0.17831288062070896, 'HRDH_1867': 0.4063223895096268}",0.2923176350651679,0.2923176350651679,0.11400475444445891,True,,0.4063223895096268,0.17831288062070896,
Log_PE,Lab_XRD_Chlorite,2,"['HRDH_1867', 'HRDH_697']","{'HRDH_1867': 0.3488046301300514, 'HRDH_697': -0.23233496823313105}",0.05823483094846019,0.2905697991815912,0.2905697991815912,False,,0.3488046301300514,,-0.23233496823313105
Log_K,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.39042362766776423, 'HRDH_697': -0.17837969426803787}",0.10602196669986318,0.28440166096790104,0.28440166096790104,False,0.39042362766776423,,,-0.17837969426803787
Log_TH,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.2874756547072128, 'HRDH_697': -0.28113759107784425}",-0.2843066228925285,0.2843066228925285,0.003169031814684281,True,-0.2874756547072128,,,-0.28113759107784425
Log_K,Lab_XRF_Ca,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.3683561597023999, 'HRDH_697': 0.18862530142979353}",0.2784907305660967,0.2784907305660967,0.08986542913630317,True,0.3683561597023999,,,0.18862530142979353
Log_K,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.1876446683574151, 'HRDH_697': 0.3680187884985439}",0.27783172842797954,0.27783172842797954,0.0901870600705644,True,0.1876446683574151,,,0.3680187884985439
Log_SFT2,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': 0.2875824081285324, 'HRDH_1867': 0.2653289601229582}",0.2764556841257453,0.2764556841257453,0.011126724002787108,True,0.2875824081285324,0.2653289601229582,,
Log_RUK,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.4132683376798885, 'HRDH_697': -0.13910978330871948}",-0.27618906049430403,0.27618906049430403,0.13707927718558452,True,-0.4132683376798885,,,-0.13910978330871948
Log_SPD,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.24601923272107837, 'HRDH_1867': -0.30620473548443133}",-0.27611198410275484,0.27611198410275484,0.030092751381676483,True,,-0.30620473548443133,-0.24601923272107837,
Log_HRD2,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': 0.3588555625270564, 'HRDH_1867': 0.19328164971074074}",0.2760686061188986,0.2760686061188986,0.08278695640815784,True,0.3588555625270564,0.19328164971074074,,
Log_SLTM,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.3411486825150241, 'HRDH_697': 0.204796561374134}",-0.06817606057044506,0.27297262194457905,0.27297262194457905,False,-0.3411486825150241,,,0.204796561374134
Log_WTBH,Lab_XRD_Anatase,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.3099917218824214, 'HRDH_1867': 0.23431554278099093}",-0.03783808955071524,0.2721536323317062,0.2721536323317062,False,,0.23431554278099093,-0.3099917218824214,
Log_HRD2,Lab_XRF_P,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.4178751979577594, 'HRDH_697': 0.1225032756704298}",0.2701892368140946,0.2701892368140946,0.1476859611436648,True,0.4178751979577594,,,0.1225032756704298
Log_WTBH,Lab_XRD_Plagioclase,2,"['HRDH_1119', 'HRDH_1867']","{'HRDH_1119': 0.1398819908929222, 'HRDH_1867': -0.39743685250904376}",-0.12877743080806078,0.268659421700983,0.268659421700983,False,0.1398819908929222,-0.39743685250904376,,
Log_CN,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.29056738249503655, 'HRDH_697': 0.24662681897270794}",-0.021970281761164306,0.2685971007338722,0.2685971007338722,False,-0.29056738249503655,,,0.24662681897270794
Log_RUK,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.3695314569665643, 'HRDH_697': -0.1653047351254007}",-0.2674180960459825,0.2674180960459825,0.10211336092058182,True,-0.3695314569665643,,,-0.1653047351254007
Log_CNC,Lab_XRF_Sr,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.28798049169030787, 'HRDH_697': 0.24662320891383077}",-0.02067864138823855,0.2673018503020693,0.2673018503020693,False,-0.28798049169030787,,,0.24662320891383077
Log_SFT2,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.1677309699566934, 'HRDH_697': 0.364490407909614}",0.2661106889331537,0.2661106889331537,0.0983797189764603,True,0.1677309699566934,,,0.364490407909614
Log_TTEN,Lab_XRD_Illite/Mica,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.137107297565536, 'HRDH_1867': -0.3905798091700547}",-0.26384355336779536,0.26384355336779536,0.12673625580225936,True,,-0.3905798091700547,-0.137107297565536,
Log_SLTM,Lab_XRF_S,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': -0.34047821580147153, 'HRDH_697': -0.18718395047012468}",-0.2638310831357981,0.2638310831357981,0.07664713266567343,True,-0.34047821580147153,,,-0.18718395047012468
Log_RUKC,Lab_XRD_Dickite,2,"['HRDH_1804', 'HRDH_1867']","{'HRDH_1804': -0.1533705009814807, 'HRDH_1867': -0.3598856568933287}",-0.2566280789374047,0.2566280789374047,0.103257577955924,True,,-0.3598856568933287,-0.1533705009814807,
Log_SLTM,Lab_XRF_Si,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.2455070243118041, 'HRDH_697': -0.26718082682423083}",-0.010836901256213366,0.25634392556801744,0.25634392556801744,False,0.2455070243118041,,,-0.26718082682423083
Log_HRD1,Lab_XRF_Mg,2,"['HRDH_1119', 'HRDH_697']","{'HRDH_1119': 0.28693001423549774, 'HRDH_697': 0.2252062858772752}",0.2560681500563865,0.2560681500563865,0.03086186417911127,True,0.28693001423549774,,,0.2252062858772752
